0,0
0.019647,0
0.039202,0
0.060285,0
0.079643,0
0.099189,0
0.120147,0
0.141222,0
0.160149,0
0.181119,0
0.201646,0
0.22204,0
0.242262,0
0.261642,0
0.281137,0
0.302157,0
0.321766,0
0.34114,0
0.362142,0
0.383162,0
0.401134,0
0.422204,20
0.443228,20
0.461202,20
0.483721,20
0.501714,20
0.523462,20
0.543844,20
0.564517,20
0.5837,20
0.603232,20
0.624352,20
0.645272,20
0.663132,20
0.684165,20
0.705138,20
0.723131,20
0.74573,20
0.765233,20
0.786188,20
0.805737,16.223843
0.825188,5.634129
0.846201,-4.615749
0.865722,-13.717945
0.885229,-21.326855
0.906209,-27.336136
0.925721,-30
0.945952,-30
0.966325,-30
0.985299,-30
1.00774,-30
1.027232,-28.27216
1.048186,-24.533199
1.067729,-19.967606
1.087252,-15.045929
1.10835,-10.296989
1.127728,-5.608192
1.148443,-1.633087
1.169296,2.023327
1.188436,3.95015
1.207548,5.32835
1.22975,5.533901
1.249312,4.763298
1.267232,3.327133
1.289809,0.786377
1.309122,-1.892857
1.32976,-4.904366
1.350186,-7.922359
1.369735,-10.706001
1.389179,-13.154858
1.41018,-15.310768
1.431183,-16.941177
1.449117,-17.859528
1.469772,-18.43795
1.491727,-18.441895
1.511174,-17.95134
1.532209,-17.260139
1.551734,-16.185841
1.571335,-14.956802
1.592205,-13.745461
1.611731,-12.426033
1.631177,-11.174278
1.65187,-10.166328
1.672212,-9.320129
1.692428,-8.690323
1.713292,-8.195114
1.731182,-8.062096
1.753709,-8.179451
1.773183,-8.411835
1.794244,-8.863708
1.813701,-9.309395
1.833169,-9.789368
1.854325,-10.349068
1.873717,-10.751335
1.893299,-11.078209
1.914375,-11.37001
1.935176,-11.422012
1.953165,-11.404335
1.974339,-11.286331
1.995169,-11.0252
2.013341,-10.753944
2.035758,-10.361816
2.055166,-9.917542
2.075831,-9.520676
2.096539,-9.123474
2.115683,-8.674805
2.13517,-8.278069
2.156263,-7.997902
2.176478,-7.722481
2.195231,-7.512451
2.217233,-7.763519
2.235416,-7.984795
2.256179,-8.238586
2.277267,-8.36866
2.295465,-8.508316
2.317683,-8.483452
2.337243,-8.383453
2.358181,-8.270294
2.377444,-8.003609
2.397756,-7.731903
2.417315,-7.376091
2.438298,-7.062836
2.459159,-6.611343
2.477153,-6.287285
2.499677,-5.930969
2.517194,-5.635025
2.537724,-5.377312
2.559666,-5.115685
2.57916,-4.906593
2.600182,-4.790977
2.619665,-4.658882
2.639273,-4.566162
2.660155,-4.537941
2.679666,-4.473831
2.69937,-4.455574
2.721448,-4.430984
2.74016,-4.425728
2.760401,-4.390396
2.781102,-4.30117
2.799153,-4.242012
2.821664,-4.161156
2.841159,-4.047417
2.862166,-3.953384
2.881664,-3.816925
2.90123,-3.672035
2.921739,-3.542595
2.942303,-3.40918
2.963146,-3.236862
2.981293,-3.119156
3.00235,-3.005333
3.023141,-2.861122
3.041213,-2.768646
3.063667,-2.670822
3.083381,-2.588531
3.104184,-2.528267
3.123738,-2.465698
3.144526,-2.424141
3.163251,-2.366005
3.183971,-2.333237
3.203262,-2.29258
3.224323,-2.269722
3.245165,-2.226959
3.263139,-2.19735
3.285739,-2.167625
3.303415,-2.134041
3.32511,-2.097225
3.346256,-2.067757
3.365767,-2.028484
3.385223,-1.98785
3.406259,-1.95895
3.425718,-1.92263
3.445257,-1.885513
3.466207,-1.861874
3.485247,-1.830784
3.507371,-1.805077
3.525238,-1.788105
3.547729,-1.772758
3.567132,-1.75589
3.588325,-1.754269
3.607402,-1.746761
3.628145,-1.748444
3.647707,-1.750546
3.667145,-1.754112
3.688236,-1.765228
3.70917,-1.771866
3.727202,-1.782715
3.748143,-1.795704
3.769089,-1.807381
3.789799,-1.821976
3.808388,-1.839703
3.82913,-1.851906
3.850153,-1.873077
3.869675,-1.885174
3.889086,-1.901134
3.90995,-1.920712
3.92911,-1.943172
3.950194,-1.976311
3.969654,-2.006294
3.990262,-2.045795
4.009402,-2.083286
4.030137,-2.1259
4.051125,-2.169075
4.0691,-2.208702
4.09166,-2.256508
4.111119,-2.296646
4.1322,-2.345886
4.15139,-2.384003
4.171646,-2.422695
4.19124,-2.460743
4.212167,-2.504925
4.233096,-2.537354
4.25115,-2.571461
4.272132,-2.613579
4.293175,-2.646111
4.313744,-2.683987
4.331194,-2.710972
4.353796,-2.752083
4.373168,-2.783836
4.394275,-2.827312
4.413671,-2.861191
4.434398,-2.901928
4.453101,-2.928246
4.47432,-2.975471
4.493655,-3.009308
4.513084,-3.04121
4.534184,-3.08849
4.555152,-3.121609
4.573146,-3.157295
4.593637,-3.19651
4.615242,-3.237389
4.635654,-3.276176
4.656057,-3.315468
4.675115,-3.34079
4.696269,-3.386375
4.715637,-3.416615
4.735113,-3.448032
4.756221,-3.489948
4.777297,-3.514965
4.795133,-3.544632
4.817586,-3.581825
4.83625,-3.614841
4.85529,-3.636158
4.877136,-3.670666
4.897634,-3.700603
4.917194,-3.728188
4.938142,-3.76487
4.957512,-3.787514
4.977907,-3.819424
4.998132,-3.849499
5.019109,-3.870029
5.037109,-3.894829
5.058269,-3.932091
5.079115,-3.950726
5.097108,-3.974812
5.119759,-4.008751
5.13924,-4.028511
5.15996,-4.058788
5.179106,-4.076927
5.200234,-4.110577
5.219772,-4.128334
5.239112,-4.146023
5.260138,-4.174751
5.281154,-4.190792
5.299118,-4.207813
5.320136,-4.237883
5.341085,-4.256372
5.365069,-4.269987
5.386249,-4.298197
5.405366,-4.306786
5.42562,-4.331383
5.446129,-4.350666
5.467118,-4.36207
5.485204,-4.376499
5.507732,-4.396576
5.527101,-4.406006
5.54812,-4.432749
5.567187,-4.439238
5.587761,-4.456766
5.608008,-4.472132
5.628248,-4.488932
5.647279,-4.495121
5.66905,-4.509109
5.688019,-4.526545
5.708382,-4.544123
5.729167,-4.549818
5.747095,-4.558521
5.769619,-4.576632
5.790124,-4.591311
5.809044,-4.595438
5.829602,-4.611237
5.849866,-4.623629
5.869062,-4.628454
5.890264,-4.649073
5.911128,-4.655491
5.929227,-4.664722
5.950126,-4.680891
5.96913,-4.686714
5.989734,-4.703211
6.011156,-4.708567
6.031619,-4.722055
6.051988,-4.73454
6.071153,-4.737146
6.092174,-4.752619
6.111722,-4.759468
6.131242,-4.766181
6.152225,-4.778751
6.173147,-4.782414
6.192272,-4.795357
6.213196,-4.797745
6.233565,-4.80766
6.253836,-4.815559
6.273143,-4.8183
6.291073,-4.832524
6.313758,-4.835722
6.333148,-4.83984
6.354147,-4.853482
6.373615,-4.857843
6.393272,-4.85964
6.414145,-4.871405
6.433305,-4.876339
6.453818,-4.882228
6.47517,-4.887702
6.494232,-4.901381
6.51307,-4.902873
6.533469,-4.907269
6.555181,-4.916623
6.576103,-4.925581
6.595724,-4.929523
6.616175,-4.940872
6.636358,-4.94737
6.655221,-4.949778
6.677087,-4.954825
6.695287,-4.959584
6.716103,-4.9715
6.735332,-4.97379
6.757048,-4.979197
6.777562,-4.987742
6.797846,-4.997358
6.818238,-5.006615
6.83703,-5.014415
6.857475,-5.027796
6.877916,-5.034358
6.898093,-5.027574
6.917259,-5.011979
6.939076,-5.004982
6.957205,-5.03302
6.97818,-5.122257
6.999057,-5.309653
7.017189,-5.568691
7.039771,-6.030312
7.059136,-6.58439
7.080091,-7.270971
7.099724,-8.057669
7.120235,-8.923716
7.140299,-9.825244
7.159176,-10.714924
7.180249,-11.570216
7.201153,-12.387331
7.219293,-12.961372
7.241596,-13.509297
7.261299,-13.836606
7.279058,-14.003584
7.301505,-14.045767
7.321765,-13.943312
7.342258,-13.719919
7.361123,-13.377797
7.381544,-12.985513
7.401893,-12.548163
7.422096,-12.088353
7.441117,-11.617954
7.462102,-11.203766
7.48307,-10.767669
7.501034,-10.474741
7.5221,-10.23348
7.543206,-10.022222
7.561198,-9.925787
7.583704,-9.895081
7.60396,-9.926792
7.624284,-10.020199
7.643223,-10.139264
7.663981,-10.308331
7.684402,-10.499088
7.703591,-10.695001
7.724264,-10.872698
7.743238,-11.036675
7.765355,-11.203003
7.785447,-11.328197
7.805728,-11.41629
7.826098,-11.472008
7.845137,-11.479249
7.866205,-11.473436
7.885594,-11.421577
7.905024,-11.337831
7.925774,-11.254283
7.946082,-11.147156
7.965573,-11.020976
7.987147,-10.883542
8.006317,-10.790435
8.025036,-10.665139
8.045518,-10.565372
8.067122,-10.46719
8.087583,-10.398096
8.107975,-10.344433
8.128202,-10.303787
8.147237,-10.265236
8.167703,-10.256913
8.187994,-10.254944
8.207026,-10.246683
8.228307,-10.266827
8.249195,-10.271811
8.267141,-10.280974
8.289614,-10.295361
8.309099,-10.293747
8.329712,-10.299025
8.350068,-10.296352
8.369343,-10.273891
8.389581,-10.254841
8.409873,-10.228778
8.430226,-10.197174
8.448999,-10.144091
8.469436,-10.103939
8.491232,-10.050791
8.51008,-10.013769
8.529177,-9.956533
8.551701,-9.907127
8.571024,-9.853525
8.589012,-9.813299
8.611568,-9.772207
8.631292,-9.732255
8.652127,-9.700977
8.671575,-9.663957
8.691195,-9.633017
8.712067,-9.615595
8.733011,-9.577229
8.751151,-9.558977
8.772077,-9.543694
8.793139,-9.511049
8.811015,-9.491949
